"","X","site","meta","long","lat","het","col","upstream","fprop","wprop","gprop","dprop","cprop"
"122",912,"KC160","Cimarron",-99.468415,37.19247,0.209586395871045,"#FF8B00",27104.9748385011,0,0.0137378362907842,0.584430452203778,0.093875214653692,0.307670291929021
"123",922,"KDOT1","SFNinnescah",-98.24527,37.64638,0.263026597272775,"#5D00FF",95653.8923226656,0.0356014929658341,0.0562733275911571,0.703416594889463,0.0470858455354579,0.157335630203847
"124",930,"KMCP","SFNinnescah",-98.111802,37.641212,0.259865723657237,"#5D00FF",78616.6147066677,0.0272284322155345,0.0366867297219834,0.24304958440814,0.625394095729435,0.00257953568357696
"125",934,"LSMC","SFNinnescah",-97.84442,37.58649,0.276051541590624,"#5D00FF",40642.8278796179,0.0538373424971363,0.00343642611683849,0.146048109965636,0.0420962199312715,0.754009163802978
"126",943,"MLPARK1","Medicine",-98.57507,37.27793,0.215387780727297,"#00FF2E",42935.115704205,0.10847166571265,0.0858614768174013,0.335718374356039,0.423010875787064,0.00944476244991414
"127",951,"MLPARK2","Medicine",-98.57575,37.27649,0.212854587304376,"#00FF2E",42618.8337542056,0.134383954154728,0.0825214899713467,0.330659025787966,0.399426934097421,0.0134670487106017
"128",961,"MLR1","Medicine",-98.59007,37.27553,0.232083347279051,"#00FF2E",43007.5751456013,0.176993689041882,0.0740103270223752,0.370912220309811,0.30837636259323,0.0197934595524957
"129",970,"MLR3","Medicine",-98.469581,37.039456,0.19049815498155,"#00FF2E",0,0.0295637198622273,0.0447761194029851,0.64609644087256,0.0289896670493685,0.249425947187141
"130",976,"MLR4","Medicine",-98.52927,37.15624,0.237860137796862,"#00FF2E",21818.6276233303,0.0171821305841924,0.0463917525773196,0.831615120274914,0.0378006872852234,0.065864833906071
"131",985,"MLR5","Medicine",-98.63367,37.28673,0.20773541068744,"#00FF2E",48838.7898732367,0.0369310048668766,0.0163183509876897,0.357286000572574,0.0629831090752934,0.526481534497567
"132",988,"MLR6","Medicine",-98.65923,37.29271,0.200184501845018,"#00FF2E",52552.7252095958,0.0480549199084668,0.0403318077803204,0.333524027459954,0.0443363844393593,0.533466819221968
"133",992,"MLR8","Medicine",-98.82143,37.3413,0.203344950116168,"#00FF2E",82159.9532789804,0.0577968526466381,0.155078683834049,0.217167381974249,0.0197424892703863,0.549070100143062
"134",995,"MLR9","Medicine",-99.11317,37.43661,0.223868259685998,"#00FF2E",127836.200668893,0,0.00917957544463568,0.722317842799771,0.0504876649454963,0.217441193344808
"135",1002,"MLR-A","Medicine",-98.91833,37.36983,0.207859266092661,"#00FF2E",94251.5578189763,0.143307537976498,0.146173688736028,0.464603038119805,0.0558899398108341,0.186013184293494
"136",1007,"MLRBB","Medicine",-98.556693,37.228776,0.216725604756048,"#00FF2E",33904.1443275341,0.0578630764823833,0.0793468920080206,0.755370953881409,0.0148954454311086,0.0925236321970782
"137",1012,"MLRHA","Medicine",-98.925473,37.370407,0.230285465354654,"#00FF2E",94905.817405494,0.132609316947699,0.118605315804516,0.517290654472707,0.0317233495284367,0.197770791654758
"138",1017,"MLRLW","Medicine",-98.591065,37.263947,0.22825184501845,"#00FF2E",40944.0653080434,0.265598168288495,0.0809959931310819,0.618202633085289,0.0286204922724671,0.00658271322266743
"139",1022,"MLRLW2","Medicine",-98.595452,37.270713,0.195110701107011,"#00FF2E",41887.0589692734,0.245629120091717,0.0922900544568644,0.575809687589567,0.059042705646317,0.0260819719117226
"140",1024,"MNESC","SaltFork",-99.23279,37.22316,0.145056033893672,"#002EFF",51804.4524977446,0.0037281330656725,0.0685402925150559,0.873530255233725,0.0258101519931173,0.028391167192429
"141",1030,"MULE3","SaltFork",-99.04404,37.28111,0.170120496617854,"#002EFF",28655.4414222131,0.0048780487804878,0.00143472022955524,0.943472022955524,0.0499282639885222,0
"142",1040,"MULE5","SaltFork",-99.20602,37.33461,0.1306717233839,"#002EFF",54399.4874440111,0.0283667621776504,0.0616045845272206,0.667048710601719,0.107736389684814,0.135243553008596
"143",1046,"MULEJP","SaltFork",-98.980556,37.112351,0.135455104551045,"#002EFF",1650.90492138865,0.00688468158347676,0.0628227194492255,0.897877223178428,0.000286861732644865,0.0321285140562249
"144",1048,"NAT","SFNinnescah",-98.64602,37.66363,0.263994936193693,"#5D00FF",149357.091982648,0.0114481969089868,0.0638236977676016,0.234115626788781,0.0400686891814539,0.650543789353177
"145",1058,"NBSC1","NFNinnescah",-98.42899,37.78663,0.262694659169759,"#5D00FF",119551.101866869,0.0197707736389685,0.315472779369628,0.295988538681948,0.0289398280802292,0.339828080229226
"146",1068,"NELM1","Medicine",-98.71767,37.45623,0.2475598186065,"#00FF2E",73590.9334262011,0.0154905335628227,0.167527251864601,0.52180149168101,0.0266781411359725,0.268502581755594
"147",1078,"NELM2","Medicine",-98.71848,37.47075,0.247627971231999,"#00FF2E",75627.7729324937,0.0573065902578797,0.197994269340974,0.572779369627507,0.0289398280802292,0.14297994269341
"148",1087,"NESS1","Walnut",-99.953936,38.464021,0.187116019027709,"#00B9FF",0,0,0,0.572492836676218,0.0263610315186246,0.401146131805158
"149",1103,"NESS2","Walnut",-100.052172,38.503783,0.126352764056741,"#00B9FF",14910.7514150809,0,0.0547121168719565,0.709252363219708,0.0126038384417072,0.223431681466628
"150",1113,"NESS3","Walnut",-100.18167,38.53469,0.107296532656842,"#00B9FF",35188.0702276648,0,0,0.614040114613181,0.0232091690544413,0.362750716332378
"151",1123,"NFN1","NFNinnescah",-98.62206,37.85324,0.262772189031414,"#5D00FF",159169.697312281,0.00286615075952995,0.22298652909143,0.203496703926627,0.0384064201777014,0.532244196044712
"152",1132,"NFN2","NFNinnescah",-97.78951,37.70328,0.239233121497882,"#5D00FF",15196.477455734,0.0613409415121255,0.0356633380884451,0.298716119828816,0.0333808844507846,0.570898716119829
"153",1142,"NFN3","NFNinnescah",-98.49034,37.91429,0.23170356703567,"#5D00FF",134386.732732197,0.00513552068473609,0.227389443651926,0.306134094151213,0.049358059914408,0.411982881597718
"154",1144,"NFN5","NFNinnescah",-98.32584,37.96033,0.253704665958224,"#5D00FF",106208.064109297,0.0567335243553009,0.110315186246418,0.694269340974212,0.0372492836676218,0.101432664756447
"155",1151,"NFN6","NFNinnescah",-98.10513,37.84977,0.257258951756184,"#5D00FF",60698.4204915681,0.0611190817790531,0.0539454806312769,0.801721664275466,0.0298421807747489,0.0487804878048781
"156",1157,"NFNINN","NFNinnescah",-98.01358,37.86328,0.232181905152385,"#5D00FF",48556.3783271504,0.048248133256749,0.0442274554853532,0.729465824238943,0.0367604824813326,0.14014933946008
"157",1162,"NFNINNSF","NFNinnescah",-98.5269,37.91027,0.251084119174525,"#5D00FF",139807.301984152,0.00400916380297824,0.321878579610538,0.256013745704467,0.0300687285223368,0.388029782359679
"158",1167,"NFNTS","NFNinnescah",-97.737699,37.613479,0.263182315156485,"#5D00FF",0,0.0810888252148997,0.0154727793696275,0.260171919770774,0.0472779369627507,0.59541547277937
"159",1172,"NFOLD14","NFNinnescah",-98.17896,37.9045,0.269019427779312,"#5D00FF",77583.9670262774,0.0927038626609442,0.117024320457797,0.496709585121602,0.140772532188841,0.146494992846924
"160",1180,"NINNR1","SFNinnescah",-97.69138,37.56208,0.248415504988383,"#5D00FF",21042.5842476326,0.125,0.0665137614678899,0.411983944954128,0.038704128440367,0.355217889908257
"161",1184,"NTELM","Medicine",-98.65506,37.45625,0.218412600792675,"#00FF2E",70194.7234090118,0.00946372239747634,0.100946372239748,0.797246917120734,0.0303986234585604,0.0619443647834815
"162",1187,"NTNR1","SFNinnescah",-97.56127,37.51865,0.254535000962254,"#5D00FF",0,0.0556192660550459,0.0151949541284404,0.35493119266055,0.0501720183486239,0.524082568807339
"163",1197,"OKLA","Cimarron",-99.4553,36.99892,0.219532424490911,"#FF8B00",0,0,0.0197707736389685,0.978510028653295,0,0
"164",1202,"PAINTER","SFNinnescah",-98.39211,37.58871,0.273269080666525,"#5D00FF",120388.354707808,0.0631276901004304,0.012051649928264,0.592252510760402,0.0209469153515065,0.311621233859397
"165",1212,"PECK","LowerArk",-98.24692,38.1588,0.150384720513872,"#00B9FF",228881.16946824,0.0100286532951289,0.00114613180515759,0.207163323782235,0.0406876790830946,0.740687679083095
"166",1218,"QNWR1","Rattlesnake",-98.50794,38.10052,0.169443390864842,"#00B9FF",290150.66041046,0,0.348697394789579,0.616089321500143,0.0309189808187804,0.00257658173489837
"167",1227,"QNWR2","Rattlesnake",-98.5,38.13263,0.140375153751538,"#00B9FF",291808.452335231,0.0128976784178848,0.400114646030381,0.557466322728576,0.0283748925193465,0.00114646030381198
"168",1229,"QNWR3","Rattlesnake",-98.543289,38.158178,0.135310271299992,"#00B9FF",274870.786018509,0.000859106529209622,0.517468499427262,0.452176403207331,0.029495990836197,0
"169",1236,"QNWR4","Rattlesnake",-98.55292,38.16189,0.148293328783156,"#00B9FF",274352.64895814,0.00257953568357696,0.525652049297793,0.447692748638578,0.0240756663800516,0
"170",1246,"QNWR5","Rattlesnake",-98.55656,38.1604,0.137016959561602,"#00B9FF",274711.845438311,0.00258101519931173,0.363636363636364,0.605391453971896,0.028391167192429,0
"171",1254,"QNWR6","Rattlesnake",-98.57553,38.15858,0.152421735276499,"#00B9FF",276538.982307117,0,0.134135855546002,0.832330180567498,0.0292347377472055,0.00429922613929493
"172",1264,"QNWR7","Rattlesnake",-98.54501,38.20189,0.161426814268143,"#00B9FF",269860.601108986,0,0.955052963068995,0.0125966218150587,0.0269109647867163,0
"173",1270,"QNWR8","Rattlesnake",-98.48615,38.22254,0.153313836348398,"#00B9FF",260767.234215745,0,0.0767688341449441,0.900887997708393,0.00401031223145231,0.0128902893153824
"174",1278,"RATT2016","Rattlesnake",-98.38023,38.23193,0.0965559655596556,"#00B9FF",245353.992077142,0.0111619919862622,0.0440755580995993,0.840297653119634,0.0357756153405839,0.0560961648540355
"175",1281,"RATTLE1","Rattlesnake",-98.922868,37.858188,0.173700577732346,"#00B9FF",399765.991827742,0.00401261106334193,0.178274577242763,0.465749498423617,0.0300945829750645,0.321868730295214
"176",1291,"RATTLE2","Rattlesnake",-98.85284,37.880905,0.151348867681326,"#00B9FF",385925.820402034,0.00171919770773639,0.134097421203438,0.577650429799427,0.039541547277937,0.246991404011461
"177",1301,"RATTLE3","Rattlesnake",-98.878166,37.867076,0.171520152569251,"#00B9FF",391504.447925861,0,0.0830221200804367,0.614765871875898,0.0402183280666475,0.261706406205113
"178",1310,"RATTLE4","Rattlesnake",-98.98591,37.83914,0.157383264755267,"#00B9FF",411351.958572959,0,0.109522447812411,0.213897626537032,0.0386045181584215,0.637975407492136
"179",1318,"RATTLE5","Rattlesnake",-98.80733,37.97086,0.149775351920186,"#00B9FF",362275.657799204,0.00229095074455899,0.202462772050401,0.332760595647194,0.0429553264604811,0.419530355097365
"180",1322,"RATTLE6","Rattlesnake",-98.71805,38.08023,0.176688572677488,"#00B9FF",327685.443892908,0,0.149728027483539,0.729745204695105,0.0240480961923848,0.0964786716289722
"181",1332,"RATTLE7","Rattlesnake",-98.71077,38.08563,0.15668034392929,"#00B9FF",326783.232988988,0,0.101578192252511,0.616068866571019,0.0209469153515065,0.261406025824964
"182",1341,"RATTLE8","Rattlesnake",-98.67424,38.08025,0.162468286566369,"#00B9FF",321889.761076776,0,0.115494568324757,0.567181246426529,0.028587764436821,0.288450543167524
"183",1349,"RATTLE9","Rattlesnake",-98.546,38.09336,0.134532595325953,"#00B9FF",294975.184423005,0,0.0716332378223496,0.900573065902579,0.0209169054441261,0.00687679083094556
"184",1351,"RRC","NFNinnescah",-98.01379,37.9018,0.250444272214831,"#5D00FF",51541.1917702511,0.100028661507595,0.0189165950128977,0.491544855259387,0.0386930352536543,0.350530237890513
"185",1359,"SAND1","Chikaskia",-98.42905,37.38552,0.200006601844646,"#FF0000",99703.1386451323,0.0373134328358209,0,0.905281285878301,0.0226750861079219,0.0327210103329506
"186",1368,"SAND2","Chikaskia",-98.28194,37.4175,0.188017761111096,"#FF0000",80844.7343933677,0.111779879621668,0.0131842934938378,0.405846947549441,0.0338205789624534,0.4353683003726
"187",1377,"SAND3","Chikaskia",-98.28191,37.41125,0.190391462977838,"#FF0000",81160.9852189592,0.148052691867125,0.0140320733104238,0.660366552119129,0.0220504009163803,0.155498281786942
"188",1386,"SANDKM","SFNinnescah",-97.97228,37.58982,0.272020636873035,"#5D00FF",61281.8090737513,0.128579610538373,0,0.5684421534937,0.0329324169530355,0.269759450171821
"189",1391,"SANDSG","SFNinnescah",-97.77098,37.50294,0.259125230452985,"#5D00FF",33466.3148796611,0.0246206699112511,0.00944746636129402,0.275407958774692,0.0177497852848554,0.671056398511308
"190",1399,"SFARDJ","SaltFork",-99.162801,37.091044,0.158261753450868,"#002EFF",29577.3426712978,0.00344234079173838,0,0.849397590361446,0.0602409638554217,0.0869191049913941
"191",1404,"SFN1","SFNinnescah",-98.11176,37.6412,0.278686536525229,"#5D00FF",78616.6147066677,0.0272284322155345,0.0369733447979364,0.243622814560046,0.624534250501576,0.00257953568357696
"192",1412,"SFNDB","SFNinnescah",-98.417577,37.661645,0.224015990159902,"#5D00FF",120403.963035396,0.119347452776188,0.0755580995993131,0.493703491700057,0.0220377790497997,0.289353176874642
"193",1414,"SFNJM","SFNinnescah",-98.366483,37.642316,0.245690686073528,"#5D00FF",114103.186500687,0.0205949656750572,0.0737986270022883,0.429919908466819,0.0443363844393593,0.426487414187643
"194",1419,"SFNMB","SFNinnescah",-98.09923,37.63677,0.248445401120678,"#5D00FF",77299.7087331722,0.0536682843277191,0.058235797887525,0.576077647730517,0.148729660291179,0.154153582643448
"195",1423,"SFNR1","SFNinnescah",-98.64508,37.64548,0.285140575545967,"#5D00FF",149599.828231056,0.0237618093329516,0.120240480961924,0.579158316633267,0.0426567420555397,0.234182651016318
"196",1433,"SFNR2","SFNinnescah",-98.67993,37.63141,0.256101031843652,"#5D00FF",155531.042619744,0.00515907136715391,0.231871596445973,0.281456004585841,0.057609630266552,0.416165090283749
"197",1439,"SFNR3","SFNinnescah",-98.736533,37.633405,0.232079404127375,"#5D00FF",161965.281992111,0.0160642570281124,0.14859437751004,0.345668387837063,0.388697647733792,0.0745840504876649
"198",1442,"SFNR4","SFNinnescah",-98.76689,37.63992,0.270087322370295,"#5D00FF",165141.362862431,0.0177905308464849,0.132855093256815,0.480918220946915,0.185652797704448,0.178766140602583
"199",1451,"SFNR5","SFNinnescah",-97.77283,37.60068,0.260283370010571,"#5D00FF",30748.2618677384,0.154243119266055,0.0607798165137615,0.321961009174312,0.0358371559633028,0.425745412844037
"200",1458,"SFNR6","SFNinnescah",-98.55657,37.6584,0.277155365580016,"#5D00FF",138523.106542906,0.0925236321970782,0.189630478372959,0.357777141220281,0.0366657118304211,0.32225723288456
"201",1468,"SFNR7","SFNinnescah",-97.97243,37.60412,0.256461835451688,"#5D00FF",62095.7051577015,0.0807328943601489,0.0709991411394217,0.501002004008016,0.0466647580876038,0.300314915545376
"202",1472,"SFNR8","SFNinnescah",-97.91229,37.56114,0.270521901923951,"#5D00FF",52833.7107205969,0.0368045649072753,0.0599144079885877,0.618259629101284,0.0205420827389444,0.263052781740371
"203",1480,"SILVER01","NFNinnescah",-98.32166,37.82431,0.280578275357111,"#5D00FF",92165.9715661016,0.0461714941210209,0.0318325207915113,0.800688270719816,0.0435904789217092,0.0751362202466303
"204",1489,"SILVERH2O","NFNinnescah",-98.252983,37.85173,0.272507928237351,"#5D00FF",79138.4635149693,0.0151732035499571,0.0123103349556255,0.762668193529917,0.032064128256513,0.177784139707987
"205",1499,"SLATE1","LowerArk",-97.642435,37.419675,0.201978269782698,"#00B9FF",128194.00208216,0.0563823697767602,0.0134516313680595,0.141099026903263,0.0526617057813394,0.736119061247853
"206",1502,"SLATE2","LowerArk",-97.749168,37.430152,0.199108241082411,"#00B9FF",146046.594155373,0.111302352266208,0.0057372346528973,0.217441193344808,0.0332759609868044,0.632243258749283
"207",1505,"SLATE3","LowerArk",-97.733499,37.444234,0.179735547355474,"#00B9FF",142871.686679167,0.0252365930599369,0,0.207054774878119,0.0441640378548896,0.723544594207055
"208",1507,"SLATE4","LowerArk",-97.731541,37.445164,0.206495070905452,"#00B9FF",142413.436356746,0.0252004581901489,0,0.190148911798396,0.0441008018327606,0.740549828178694
"209",1516,"SNAKE","Cimarron",-99.60752,37.06238,0.19206983736504,"#FF8B00",24766.0242066913,0,0.0480961923847695,0.893215001431434,0.0549670770111652,0
"210",1519,"SOLD","Medicine",-99.03834,37.43808,0.224448373650403,"#00FF2E",114435.559512085,0.00657518582046884,0.0151515151515152,0.851343624928531,0.0411663807890223,0.0857632933104631
"211",1524,"SPNGR1","SpringRiver",-94.64565,37.18446,0.0867929555996241,"#E800FF",0,0.344975665616948,0.193529916976811,0.00458058975093043,0.0549670770111652,0.393358144861151
"212",1534,"SPRINGSG","SFNinnescah",-97.57556,37.5333,0.243363795623028,"#5D00FF",5628.8340769597,0.0400686891814539,0,0.277332570120206,0.0764167143674871,0.606182026330853
"213",1544,"STSC1","SpringRiver",-94.619135,37.02919,0.0903599494328278,"#E800FF",0,0.711295871559633,0.0473050458715596,0.00630733944954128,0.0619266055045872,0.173165137614679
"214",1551,"TBSY","Cimarron",-100.14477,37.17114,0.15990159901599,"#FF8B00",94636.8885526887,0,0.0134709085697908,0.935224992834623,0.0315276583548295,0.0197764402407567
"215",1553,"TCHA","Medicine",-98.924523,37.374674,0.225690002733361,"#00FF2E",95159.2837154811,0.113623354321694,0.138236977676016,0.336004579278764,0.0867200915855753,0.324270177447052
"216",1558,"TEASLY","SFNinnescah",-98.76891,37.63631,0.267294314609813,"#5D00FF",165682.236656236,0.0154905335628227,0.131095811818703,0.617613310384395,0.127653471026965,0.106425702811245
"217",1563,"TNFN1","NFNinnescah",-97.77153,37.6497,0.265051321596927,"#5D00FF",5382.0601723107,0.101117158407333,0.0340876539673446,0.319106273274133,0.0716127184187912,0.473789745058722
"218",1573,"TNFNHWY50","NFNinnescah",-98.33718,37.98412,0.258294151096273,"#5D00FF",111384.275377097,0.0088723526044648,0.0583858042358329,0.746422438465942,0.0392100744132799,0.147109330280481
"219",1583,"TURKY","Medicine",-98.9485,37.49939,0.226655512416802,"#00FF2E",111932.870500935,0.0140401146131805,0.0959885386819484,0.757879656160458,0.0203438395415473,0.111747851002865
"220",1593,"USMC","SFNinnescah",-98.12421,37.74847,0.264502490782655,"#5D00FF",80371.4556101003,0.0366552119129439,0.00343642611683849,0.459621993127148,0.0383734249713631,0.461626575028637
"221",1603,"WALNUT","LowerArk",-98.68261,38.35423,0.153075044696025,"#00B9FF",286374.756362932,0.0698340011448197,0.106754436176302,0.127933600457928,0.022610188895249,0.670864338866629
"222",1611,"WELM","Medicine",-98.77396,37.43821,0.236064814814815,"#00FF2E",78699.9731266266,0,0.0709788208357184,0.804235832856325,0.0331997710360618,0.0915855752718947
"223",1616,"WOLF01","NFNinnescah",-98.32512,37.8305,0.269762739761751,"#5D00FF",91886.393587493,0.0535356427139994,0.0518179215574005,0.602633839106785,0.0475236186659032,0.24162610936158
"224",1624,"WSU1","SFNinnescah",-97.94712,37.67714,0.263811668157309,"#5D00FF",57535.610976261,0.0734155434470892,0.00544880986521365,0.678806997418985,0.0659592773157442,0.175795813019788
"225",1634,"WSU2","SFNinnescah",-97.95137,37.67976,0.268863263632636,"#5D00FF",58057.5503604496,0.0842165568604984,0.00257805786307648,0.628759667716987,0.0412489258092237,0.243196791750215
"226",1639,"WSU3","SFNinnescah",-97.95135,37.68016,0.263418000593933,"#5D00FF",58068.1744883059,0.0838820498139135,0.00257658173489837,0.637847122817063,0.0397938734612081,0.235900372172917
"227",1649,"WSU4","SFNinnescah",-97.94579,37.68061,0.265720805821531,"#5D00FF",57710.3112067283,0.0774526678141136,0.00258175559380379,0.738955823293173,0.0522088353413655,0.128800917957544
"228",1659,"ZANG","SFNinnescah",-98.77637,37.64541,0.281126678890088,"#5D00FF",166556.536176422,0.0203147353361946,0.103576537911302,0.35307582260372,0.113876967095851,0.402861230329041
"229",1669,"ZBAR1","SaltFork",-98.987271,37.103899,0.0916359163591636,"#002EFF",0,0.00916905444126074,0.116905444126074,0.828080229226361,0,0.0458452722063037
"230",1670,"ZBAR2","SaltFork",-98.991953,37.092788,0.176512402624026,"#002EFF",1840.75076835284,0.0194786594099112,0.100544256659983,0.865081638498997,0.0148954454311086,0
"231",1676,"JCC","Colorado",-104.6887155,38.68448,0.0735573024310174,"#E8FF00",379034.620527284,0,0.16189111747851,0.346991404011461,0.413753581661891,0
"232",1685,"BSC","Colorado",-104.2020784,39.101569,0.0931136394697281,"#E8FF00",355325.961041864,0.00803212851405622,0.0585197934595525,0.729776247848537,0.0427423981640849,0.0329890992541595
"233",1691,"UTFC","Colorado",-104.596428,38.439703,0.0570465447237617,"#E8FF00",338946.567839625,0,0.44568324757004,0.357061177815895,0.0766152086906804,0.0277301315037164
"234",1702,"BFC","Colorado",-102.3112995,38.148682,0.0919230787853627,"#E8FF00",36720.6466418955,0.00143184421534937,0,0.13745704467354,0.0423825887743414,0.814432989690722
"235",1714,"RSHC","Colorado",-103.346613,38.793115,0.0716612313231976,"#E8FF00",236810.427734197,0,0.0194842406876791,0.856733524355301,0.00257879656160458,0.035243553008596
"236",1725,"HESPR","SpringRiver",-94.2711,36.2593,0.0377345221321639,"#E800FF",0,0.395302205671727,0.000572901747350329,0.0114580349470066,0.0842165568604984,0.508450300773417
"237",1735,"LIBR","SpringRiver",-94.227,36.288,0.0360117821558035,"#E800FF",0,0.127543708799083,0.000859845227858985,0.00200630553167097,0.0699340785325308,0.799656061908856
"238",1745,"PAHO","SpringRiver",-94.407,36.226,0.034220642114301,"#E800FF",0,0.310977357409,0.00057323015190599,0.134135855546002,0.0378331900257954,0.51390083118372
"239",1755,"SVGC","SpringRiver",-94.227,36.288,0.0342446224537831,"#E800FF",0,0.209700427960057,0.000285306704707561,0.00399429386590585,0.285877318116976,0.495292439372325
"240",1765,"TUSPR","SpringRiver",-94.3026,36.1522,0.0417580308739596,"#E800FF",0,0.473065902578797,0,0.0100286532951289,0.0553008595988539,0.461604584527221
"241",1775,"WISPR","SpringRiver",-94.1842,36.1065,0.0430517971846385,"#E800FF",0,0.119565217391304,0.00326086956521739,0,0.134782608695652,0.715217391304348
